V		R
-16.884707	0.032000
25.814468	0.034000
52.784249	0.214000
6.177834	0.063000
-35.519733	0.275000
-69.594526	0.275000
397.904002	0.450000
409.449093	0.500000
434.157392	0.500000
310.307323	0.630000
375.513335	0.400000
92.004747	0.900000
588.660797	0.900000
214.828359	0.900000
429.343347	0.600000
819.277569	1.000000
591.815353	1.100000
735.358921	1.100000
613.147178	1.400000
1041.626370	1.700000
521.526479	1.000000
839.773785	1.000000
806.459658	1.000000
1106.849401	2.000000
